,Date,Time,solar_output,temperature,humidity,wind_speed,visibility,serial,month,Day,TimeStamp
0,01-10-16,6:00,0.0,27.0,74.0,0.0,4.0,1,10,1,2016-01-10 06:00:00
1,01-10-16,6:05,0.0,27.0,74.0,0.56,4.0,2,10,1,2016-01-10 06:05:00
2,01-10-16,6:10,0.0,27.0,74.0,1.0,4.0,3,10,1,2016-01-10 06:10:00
3,01-10-16,6:15,0.0,27.0,74.0,1.33,4.0,4,10,1,2016-01-10 06:15:00
4,01-10-16,6:20,0.0,27.0,74.0,1.57,4.0,5,10,1,2016-01-10 06:20:00
5,01-10-16,6:25,0.0,27.0,74.0,1.75,4.0,6,10,1,2016-01-10 06:25:00
6,01-10-16,6:30,0.14215999999999998,27.0,74.0,1.9,4.0,7,10,1,2016-01-10 06:30:00
7,01-10-16,6:35,0.30868,27.0,74.0,1.81,4.0,8,10,1,2016-01-10 06:35:00
8,01-10-16,6:40,0.46907,27.0,74.0,1.38,4.0,9,10,1,2016-01-10 06:40:00
9,01-10-16,6:45,0.66269,27.0,74.0,0.81,4.0,10,10,1,2016-01-10 06:45:00
10,01-10-16,6:50,0.85561,27.0,74.0,0.27,4.0,11,10,1,2016-01-10 06:50:00
11,01-10-16,6:55,1.09404,27.0,74.0,0.06,4.0,12,10,1,2016-01-10 06:55:00
12,01-10-16,7:00,1.3468,27.0,74.0,0.0,4.0,13,10,1,2016-01-10 07:00:00
13,01-10-16,7:05,1.54714,27.1,73.76,0.72,4.0,14,10,1,2016-01-10 07:05:00
14,01-10-16,7:10,1.7986900000000001,27.2,73.14,2.05,4.0,15,10,1,2016-01-10 07:10:00
15,01-10-16,7:15,2.30445,27.4,72.3,3.69,4.0,16,10,1,2016-01-10 07:15:00
16,01-10-16,7:20,2.91701,27.7,71.39,5.33,4.0,17,10,1,2016-01-10 07:20:00
17,01-10-16,7:25,3.04696,27.9,70.57,6.67,4.0,18,10,1,2016-01-10 07:25:00
18,01-10-16,7:30,3.37716,28.0,70.0,7.4,4.0,19,10,1,2016-01-10 07:30:00
19,01-10-16,7:35,3.81768,28.0,69.77,7.72,4.0,20,10,1,2016-01-10 07:35:00
20,01-10-16,7:40,4.47991,28.0,69.79,8.05,4.0,21,10,1,2016-01-10 07:40:00
21,01-10-16,7:45,4.89939,27.9,69.95,8.36,4.0,22,10,1,2016-01-10 07:45:00
22,01-10-16,7:50,5.36819,27.9,70.12,8.68,4.0,23,10,1,2016-01-10 07:50:00
23,01-10-16,7:55,6.05133,27.9,70.18,8.99,4.0,24,10,1,2016-01-10 07:55:00
24,01-10-16,8:00,5.67044,28.0,70.0,9.3,4.0,25,10,1,2016-01-10 08:00:00
25,01-10-16,8:05,6.07744,28.2,69.4,9.61,4.0,26,10,1,2016-01-10 08:05:00
26,01-10-16,8:10,7.6133,28.3,68.41,9.91,4.0,27,10,1,2016-01-10 08:10:00
27,01-10-16,8:15,8.03786,28.5,67.18,10.22,4.0,28,10,1,2016-01-10 08:15:00
28,01-10-16,8:20,8.78613,28.7,65.92,10.52,4.0,29,10,1,2016-01-10 08:20:00
29,01-10-16,8:25,9.27868,28.8,64.8,10.81,4.0,30,10,1,2016-01-10 08:25:00
30,01-10-16,8:30,10.01571,29.0,64.0,11.1,4.0,31,10,1,2016-01-10 08:30:00
31,01-10-16,8:35,10.35852,29.2,63.79,10.98,4.0,32,10,1,2016-01-10 08:35:00
32,01-10-16,8:40,10.76014,29.3,64.15,10.26,4.0,33,10,1,2016-01-10 08:40:00
33,01-10-16,8:45,11.54626,29.5,64.82,9.24,4.0,34,10,1,2016-01-10 08:45:00
34,01-10-16,8:50,12.14493,29.7,65.52,8.22,4.0,35,10,1,2016-01-10 08:50:00
35,01-10-16,8:55,12.507719999999999,29.8,66.0,7.51,4.0,36,10,1,2016-01-10 08:55:00
36,01-10-16,9:00,12.65927,30.0,66.0,7.4,4.0,37,10,1,2016-01-10 09:00:00
37,01-10-16,9:05,13.32749,30.2,65.01,7.71,4.0,38,10,1,2016-01-10 09:05:00
38,01-10-16,9:10,13.838470000000001,30.6,63.02,8.02,4.0,39,10,1,2016-01-10 09:10:00
39,01-10-16,9:15,14.396220000000001,31.0,60.54,8.35,4.0,40,10,1,2016-01-10 09:15:00
40,01-10-16,9:20,15.43798,31.4,58.05,8.67,4.0,41,10,1,2016-01-10 09:20:00
41,01-10-16,9:25,16.34442,31.8,56.04,8.99,4.0,42,10,1,2016-01-10 09:25:00
42,01-10-16,9:30,16.97565,32.0,55.0,9.3,4.0,43,10,1,2016-01-10 09:30:00
43,01-10-16,9:35,17.0348,32.0,55.32,9.6,4.0,44,10,1,2016-01-10 09:35:00
44,01-10-16,9:40,17.604570000000002,31.8,56.7,9.9,4.0,45,10,1,2016-01-10 09:40:00
45,01-10-16,9:45,18.142770000000002,31.5,58.59,10.2,4.0,46,10,1,2016-01-10 09:45:00
46,01-10-16,9:50,19.292579999999997,31.2,60.47,10.5,4.0,47,10,1,2016-01-10 09:50:00
47,01-10-16,9:55,19.40146,31.0,61.78,10.8,4.0,48,10,1,2016-01-10 09:55:00
48,01-10-16,10:00,19.86385,31.0,62.0,11.1,4.0,49,10,1,2016-01-10 10:00:00
49,01-10-16,10:05,20.656229999999997,31.2,61.19,11.62,4.0,50,10,1,2016-01-10 10:05:00
50,01-10-16,10:10,17.92557,31.3,59.93,12.44,4.0,51,10,1,2016-01-10 10:10:00
51,01-10-16,10:15,19.89255,31.5,58.46,13.37,4.0,52,10,1,2016-01-10 10:15:00
52,01-10-16,10:20,12.5954,31.7,56.99,14.2,4.0,53,10,1,2016-01-10 10:20:00
53,01-10-16,10:25,21.48049,31.8,55.76,14.74,4.0,54,10,1,2016-01-10 10:25:00
54,01-10-16,10:30,8.71568,32.0,55.0,14.8,4.0,55,10,1,2016-01-10 10:30:00
55,01-10-16,10:35,11.68431,32.2,54.75,14.53,4.1,56,10,1,2016-01-10 10:35:00
56,01-10-16,10:40,20.47907,32.3,54.81,14.25,4.2,57,10,1,2016-01-10 10:40:00
57,01-10-16,10:45,20.82075,32.5,55.02,13.94,4.5,58,10,1,2016-01-10 10:45:00
58,01-10-16,10:50,21.700779999999998,32.7,55.22,13.63,4.7,59,10,1,2016-01-10 10:50:00
59,01-10-16,10:55,20.445520000000002,32.8,55.27,13.31,4.9,60,10,1,2016-01-10 10:55:00
60,01-10-16,11:00,22.19419,33.0,55.0,13.0,5.0,61,10,1,2016-01-10 11:00:00
61,01-10-16,11:05,23.96489,33.1,54.0,12.64,5.0,62,10,1,2016-01-10 11:05:00
62,01-10-16,11:10,25.48658,33.1,52.24,12.23,4.8,63,10,1,2016-01-10 11:10:00
63,01-10-16,11:15,20.39244,33.1,50.14,11.82,4.5,64,10,1,2016-01-10 11:15:00
64,01-10-16,11:20,24.41635,33.0,48.12,11.45,4.2,65,10,1,2016-01-10 11:20:00
65,01-10-16,11:25,25.579629999999998,33.0,46.6,11.2,4.0,66,10,1,2016-01-10 11:25:00
66,01-10-16,11:30,10.32778,33.0,46.0,11.1,4.0,67,10,1,2016-01-10 11:30:00
67,01-10-16,11:35,23.59222,33.1,46.42,11.2,4.1,68,10,1,2016-01-10 11:35:00
68,01-10-16,11:40,25.3169,33.3,47.48,11.46,4.3,69,10,1,2016-01-10 11:40:00
69,01-10-16,11:45,25.13574,33.6,48.88,11.82,4.5,70,10,1,2016-01-10 11:45:00
70,01-10-16,11:50,22.78454,33.8,50.3,12.24,4.8,71,10,1,2016-01-10 11:50:00
71,01-10-16,11:55,22.67476,33.9,51.44,12.65,4.9,72,10,1,2016-01-10 11:55:00
72,01-10-16,12:00,7.15848,34.0,52.0,13.0,5.0,73,10,1,2016-01-10 12:00:00
73,01-10-16,12:05,22.536070000000002,34.0,52.17,13.31,5.0,74,10,1,2016-01-10 12:05:00
74,01-10-16,12:10,26.18184,34.0,52.31,13.62,5.0,75,10,1,2016-01-10 12:10:00
75,01-10-16,12:15,25.75371,34.0,52.41,13.93,5.0,76,10,1,2016-01-10 12:15:00
76,01-10-16,12:20,18.93317,34.0,52.41,14.23,5.0,77,10,1,2016-01-10 12:20:00
77,01-10-16,12:25,19.41775,34.0,52.28,14.52,5.0,78,10,1,2016-01-10 12:25:00
78,01-10-16,12:30,8.13343,34.0,52.0,14.8,5.0,79,10,1,2016-01-10 12:30:00
79,01-10-16,12:35,20.742829999999998,34.0,51.58,15.0,5.0,80,10,1,2016-01-10 12:35:00
80,01-10-16,12:40,23.813760000000002,34.0,51.08,15.07,5.0,81,10,1,2016-01-10 12:40:00
81,01-10-16,12:45,25.65755,34.0,50.54,15.05,5.0,82,10,1,2016-01-10 12:45:00
82,01-10-16,12:50,24.78322,34.0,50.0,14.97,5.0,83,10,1,2016-01-10 12:50:00
83,01-10-16,12:55,24.261470000000003,34.0,49.47,14.88,5.0,84,10,1,2016-01-10 12:55:00
84,01-10-16,13:00,20.84757,34.0,49.0,14.8,5.0,85,10,1,2016-01-10 13:00:00
85,01-10-16,13:05,20.116670000000003,34.0,48.62,14.73,5.0,86,10,1,2016-01-10 13:05:00
86,01-10-16,13:10,10.1348,34.1,48.34,14.64,5.0,87,10,1,2016-01-10 13:10:00
87,01-10-16,13:15,23.631320000000002,34.1,48.14,14.53,5.0,88,10,1,2016-01-10 13:15:00
88,01-10-16,13:20,24.12271,34.2,48.01,14.4,5.0,89,10,1,2016-01-10 13:20:00
89,01-10-16,13:25,21.78121,34.3,47.92,14.26,5.0,90,10,1,2016-01-10 13:25:00
90,01-10-16,13:30,15.48978,34.4,47.85,14.1,5.0,91,10,1,2016-01-10 13:30:00
91,01-10-16,13:35,23.04012,34.5,47.79,13.93,5.0,92,10,1,2016-01-10 13:35:00
92,01-10-16,13:40,22.9975,34.6,47.73,13.76,5.0,93,10,1,2016-01-10 13:40:00
93,01-10-16,13:45,18.2038,34.8,47.63,13.57,5.0,94,10,1,2016-01-10 13:45:00
94,01-10-16,13:50,10.0404,34.8,47.49,13.38,5.0,95,10,1,2016-01-10 13:50:00
95,01-10-16,13:55,23.082829999999998,34.9,47.29,13.19,5.0,96,10,1,2016-01-10 13:55:00
96,01-10-16,14:00,22.223000000000003,35.0,47.0,13.0,5.0,97,10,1,2016-01-10 14:00:00
97,01-10-16,14:05,18.86011,35.0,45.82,12.55,4.9,98,10,1,2016-01-10 14:05:00
98,01-10-16,14:10,21.34574,35.1,43.37,11.73,4.7,99,10,1,2016-01-10 14:10:00
99,01-10-16,14:15,22.03753,35.1,40.3,10.77,4.5,100,10,1,2016-01-10 14:15:00
100,01-10-16,14:20,21.65268,35.1,37.29,9.89,4.3,101,10,1,2016-01-10 14:20:00
101,01-10-16,14:25,16.8631,35.0,34.97,9.33,4.1,102,10,1,2016-01-10 14:25:00
102,01-10-16,14:30,22.23139,35.0,34.0,9.3,4.0,103,10,1,2016-01-10 14:30:00
103,01-10-16,14:35,20.836029999999997,34.9,34.28,9.82,4.1,104,10,1,2016-01-10 14:35:00
104,01-10-16,14:40,13.375689999999999,34.8,35.18,10.66,4.3,105,10,1,2016-01-10 14:40:00
105,01-10-16,14:45,6.84473,34.6,36.59,11.7,4.5,106,10,1,2016-01-10 14:45:00
106,01-10-16,14:50,5.10013,34.4,38.38,12.82,4.7,107,10,1,2016-01-10 14:50:00
107,01-10-16,14:55,9.644060000000001,34.2,40.43,13.89,4.9,108,10,1,2016-01-10 14:55:00
108,01-10-16,15:00,6.21191,34.0,42.62,14.8,5.0,109,10,1,2016-01-10 15:00:00
109,01-10-16,15:05,9.720139999999999,33.7,44.84,15.57,5.0,110,10,1,2016-01-10 15:05:00
110,01-10-16,15:10,11.01939,33.5,46.95,16.31,5.0,111,10,1,2016-01-10 15:10:00
111,01-10-16,15:15,14.55569,33.3,48.84,17.0,5.0,112,10,1,2016-01-10 15:15:00
112,01-10-16,15:20,16.668770000000002,33.1,50.4,17.61,5.0,113,10,1,2016-01-10 15:20:00
113,01-10-16,15:25,8.103539999999999,33.0,51.49,18.11,5.0,114,10,1,2016-01-10 15:25:00
114,01-10-16,15:30,6.84703,33.0,52.0,18.5,5.0,115,10,1,2016-01-10 15:30:00
115,01-10-16,15:35,6.50252,33.1,52.17,18.16,5.0,116,10,1,2016-01-10 15:35:00
116,01-10-16,15:40,6.489719999999999,33.2,52.29,16.82,5.0,117,10,1,2016-01-10 15:40:00
117,01-10-16,15:45,6.742939999999999,33.5,52.36,14.97,5.0,118,10,1,2016-01-10 15:45:00
118,01-10-16,15:50,7.9572,33.7,52.35,13.08,5.0,119,10,1,2016-01-10 15:50:00
119,01-10-16,15:55,6.7637,33.9,52.23,11.63,5.0,120,10,1,2016-01-10 15:55:00
120,01-10-16,16:00,6.79542,34.0,52.0,11.1,5.0,121,10,1,2016-01-10 16:00:00
121,01-10-16,16:05,7.5850100000000005,34.1,51.59,11.28,5.0,122,10,1,2016-01-10 16:05:00
122,01-10-16,16:10,8.69213,34.1,51.03,11.6,5.0,123,10,1,2016-01-10 16:10:00
123,01-10-16,16:15,11.26308,34.2,50.4,12.0,5.0,124,10,1,2016-01-10 16:15:00
124,01-10-16,16:20,10.56879,34.2,49.79,12.41,5.0,125,10,1,2016-01-10 16:20:00
125,01-10-16,16:25,10.61488,34.1,49.3,12.76,5.0,126,10,1,2016-01-10 16:25:00
126,01-10-16,16:30,9.59296,34.0,49.0,13.0,5.0,127,10,1,2016-01-10 16:30:00
127,01-10-16,16:35,6.4311,33.8,49.09,13.14,5.0,128,10,1,2016-01-10 16:35:00
128,01-10-16,16:40,1.8813799999999998,33.7,49.59,13.24,5.0,129,10,1,2016-01-10 16:40:00
129,01-10-16,16:45,1.9752,33.5,50.3,13.29,5.0,130,10,1,2016-01-10 16:45:00
130,01-10-16,16:50,1.1969299999999998,33.3,51.06,13.27,5.0,131,10,1,2016-01-10 16:50:00
131,01-10-16,16:55,0.89766,33.2,51.69,13.18,5.0,132,10,1,2016-01-10 16:55:00
132,01-10-16,17:00,0.72153,33.0,52.0,13.0,5.0,133,10,1,2016-01-10 17:00:00
133,01-10-16,17:05,0.5634,32.8,51.9,12.15,4.9,134,10,1,2016-01-10 17:05:00
134,01-10-16,17:10,0.37890999999999997,32.7,51.49,10.39,4.8,135,10,1,2016-01-10 17:10:00
135,01-10-16,17:15,0.45482,32.5,50.88,8.18,4.6,136,10,1,2016-01-10 17:15:00
136,01-10-16,17:20,0.41608999999999996,32.3,50.18,6.01,4.4,137,10,1,2016-01-10 17:20:00
137,01-10-16,17:25,0.3539,32.2,49.51,4.36,4.2,138,10,1,2016-01-10 17:25:00
138,01-10-16,17:30,0.30744,32.0,49.0,3.7,4.0,139,10,1,2016-01-10 17:30:00
139,01-10-16,17:35,0.27725,31.9,48.84,3.84,4.0,140,10,1,2016-01-10 17:35:00
140,01-10-16,17:40,0.25253000000000003,31.9,49.17,4.19,4.2,141,10,1,2016-01-10 17:40:00
141,01-10-16,17:45,0.22804000000000002,32.0,49.96,4.65,4.5,142,10,1,2016-01-10 17:45:00
142,01-10-16,17:50,0.19626,32.1,51.2,5.11,4.8,143,10,1,2016-01-10 17:50:00
143,01-10-16,17:55,0.17137,32.1,52.88,5.46,5.0,144,10,1,2016-01-10 17:55:00
144,01-10-16,18:00,0.10762999999999999,32.0,55.0,5.6,5.0,145,10,1,2016-01-10 18:00:00
145,02-10-16,6:00,0.0,28.0,70.0,5.6,4.0,1,10,2,2016-02-10 06:00:00
146,02-10-16,6:05,0.0,28.0,71.71,5.6,4.0,2,10,2,2016-02-10 06:05:00
147,02-10-16,6:10,0.0,28.0,73.01,5.6,4.0,3,10,2,2016-02-10 06:10:00
148,02-10-16,6:15,0.0,28.0,73.89,5.6,4.0,4,10,2,2016-02-10 06:15:00
149,02-10-16,6:20,0.0,28.0,74.35,5.6,4.0,5,10,2,2016-02-10 06:20:00
150,02-10-16,6:25,0.0,28.0,74.39,5.6,4.0,6,10,2,2016-02-10 06:25:00
151,02-10-16,6:30,0.0,28.0,74.0,5.6,4.0,7,10,2,2016-02-10 06:30:00
152,02-10-16,6:35,0.00299,28.0,73.28,5.71,4.0,8,10,2,2016-02-10 06:35:00
153,02-10-16,6:40,0.22666999999999998,28.0,72.42,5.98,4.0,9,10,2,2016-02-10 06:40:00
154,02-10-16,6:45,0.42261000000000004,28.0,71.54,6.35,4.0,10,10,2,2016-02-10 06:45:00
155,02-10-16,6:50,0.67193,28.0,70.77,6.75,4.0,11,10,2,2016-02-10 06:50:00
156,02-10-16,6:55,0.9633700000000001,28.0,70.21,7.13,4.0,12,10,2,2016-02-10 06:55:00
157,02-10-16,7:00,1.19255,28.0,70.0,7.4,4.0,13,10,2,2016-02-10 07:00:00
158,02-10-16,7:05,1.43737,28.0,70.0,7.51,4.0,14,10,2,2016-02-10 07:05:00
159,02-10-16,7:10,1.7372299999999998,28.0,70.0,7.49,4.0,15,10,2,2016-02-10 07:10:00
160,02-10-16,7:15,2.00367,28.0,70.0,7.4,4.0,16,10,2,2016-02-10 07:15:00
161,02-10-16,7:20,2.20978,28.0,70.0,7.31,4.0,17,10,2,2016-02-10 07:20:00
162,02-10-16,7:25,2.37583,28.0,70.0,7.29,4.0,18,10,2,2016-02-10 07:25:00
163,02-10-16,7:30,2.4142099999999997,28.0,70.0,7.4,4.0,19,10,2,2016-02-10 07:30:00
164,02-10-16,7:35,2.35738,28.1,70.0,7.79,4.1,20,10,2,2016-02-10 07:35:00
165,02-10-16,7:40,2.1868,28.2,70.0,8.45,4.2,21,10,2,2016-02-10 07:40:00
166,02-10-16,7:45,2.00516,28.4,70.0,9.24,4.5,22,10,2,2016-02-10 07:45:00
167,02-10-16,7:50,2.34659,28.7,70.0,10.04,4.7,23,10,2,2016-02-10 07:50:00
168,02-10-16,7:55,2.78977,28.9,70.0,10.71,4.9,24,10,2,2016-02-10 07:55:00
169,02-10-16,8:00,3.2901199999999995,29.0,70.0,11.1,5.0,25,10,2,2016-02-10 08:00:00
170,02-10-16,8:05,4.917669999999999,29.0,69.75,11.22,4.9,26,10,2,2016-02-10 08:05:00
171,02-10-16,8:10,5.39835,29.0,69.11,11.19,4.7,27,10,2,2016-02-10 08:10:00
172,02-10-16,8:15,6.818160000000001,29.0,68.25,11.1,4.4,28,10,2,2016-02-10 08:15:00
173,02-10-16,8:20,7.43842,29.0,67.33,11.01,4.1,29,10,2,2016-02-10 08:20:00
174,02-10-16,8:25,6.12131,29.0,66.53,10.98,4.0,30,10,2,2016-02-10 08:25:00
175,02-10-16,8:30,8.806560000000001,29.0,66.0,11.1,4.0,31,10,2,2016-02-10 08:30:00
176,02-10-16,8:35,9.749319999999999,29.1,65.81,11.36,4.2,32,10,2,2016-02-10 08:35:00
177,02-10-16,8:40,11.09378,29.2,65.85,11.71,4.3,33,10,2,2016-02-10 08:40:00
178,02-10-16,8:45,12.86396,29.4,66.0,12.09,4.5,34,10,2,2016-02-10 08:45:00
179,02-10-16,8:50,13.7557,29.6,66.15,12.46,4.7,35,10,2,2016-02-10 08:50:00
180,02-10-16,8:55,14.4608,29.8,66.19,12.78,4.8,36,10,2,2016-02-10 08:55:00
181,02-10-16,9:00,14.76729,30.0,66.0,13.0,5.0,37,10,2,2016-02-10 09:00:00
182,02-10-16,9:05,15.44439,30.3,65.51,13.09,5.2,38,10,2,2016-02-10 09:05:00
183,02-10-16,9:10,16.14116,30.6,64.79,13.09,5.4,39,10,2,2016-02-10 09:10:00
184,02-10-16,9:15,16.2162,31.0,63.96,13.04,5.6,40,10,2,2016-02-10 09:15:00
185,02-10-16,9:20,17.62849,31.4,63.14,12.98,5.7,41,10,2,2016-02-10 09:20:00
186,02-10-16,9:25,17.93694,31.8,62.45,12.95,5.9,42,10,2,2016-02-10 09:25:00
187,02-10-16,9:30,18.410320000000002,32.0,62.0,13.0,6.0,43,10,2,2016-02-10 09:30:00
188,02-10-16,9:35,18.92728,32.1,61.84,13.18,6.1,44,10,2,2016-02-10 09:35:00
189,02-10-16,9:40,18.44293,32.1,61.87,13.48,6.1,45,10,2,2016-02-10 09:40:00
190,02-10-16,9:45,18.99085,32.1,62.0,13.84,6.1,46,10,2,2016-02-10 09:45:00
191,02-10-16,9:50,19.79776,32.0,62.13,14.22,6.0,47,10,2,2016-02-10 09:50:00
192,02-10-16,9:55,20.29017,32.0,62.16,14.56,6.0,48,10,2,2016-02-10 09:55:00
193,02-10-16,10:00,16.344,32.0,62.0,14.8,6.0,49,10,2,2016-02-10 10:00:00
194,02-10-16,10:05,20.52064,32.1,61.64,14.79,6.0,50,10,2,2016-02-10 10:05:00
195,02-10-16,10:10,14.80895,32.3,61.15,14.48,6.0,51,10,2,2016-02-10 10:10:00
196,02-10-16,10:15,13.79515,32.5,60.59,14.0,6.0,52,10,2,2016-02-10 10:15:00
197,02-10-16,10:20,16.143520000000002,32.7,60.01,13.51,6.0,53,10,2,2016-02-10 10:20:00
198,02-10-16,10:25,21.12444,32.9,59.46,13.13,6.0,54,10,2,2016-02-10 10:25:00
199,02-10-16,10:30,21.664270000000002,33.0,59.0,13.0,6.0,55,10,2,2016-02-10 10:30:00
200,02-10-16,10:35,15.0032,33.0,58.76,13.45,6.0,56,10,2,2016-02-10 10:35:00
201,02-10-16,10:40,18.33105,32.8,58.77,14.51,6.0,57,10,2,2016-02-10 10:40:00
202,02-10-16,10:45,16.42622,32.5,58.92,15.86,6.0,58,10,2,2016-02-10 10:45:00
203,02-10-16,10:50,12.07445,32.2,59.08,17.18,6.0,59,10,2,2016-02-10 10:50:00
204,02-10-16,10:55,16.38589,32.0,59.15,18.17,6.0,60,10,2,2016-02-10 10:55:00
205,02-10-16,11:00,13.629579999999999,32.0,59.0,18.5,6.0,61,10,2,2016-02-10 11:00:00
206,02-10-16,11:05,12.58769,32.2,57.83,18.16,5.9,62,10,2,2016-02-10 11:05:00
207,02-10-16,11:10,18.66607,32.6,55.37,17.45,5.5,63,10,2,2016-02-10 11:10:00
208,02-10-16,11:15,12.89361,33.1,52.28,16.57,5.0,64,10,2,2016-02-10 11:15:00
209,02-10-16,11:20,25.71443,33.5,49.24,15.71,4.5,65,10,2,2016-02-10 11:20:00
210,02-10-16,11:25,10.4671,33.9,46.92,15.06,4.1,66,10,2,2016-02-10 11:25:00
211,02-10-16,11:30,19.37715,34.0,46.0,14.8,4.0,67,10,2,2016-02-10 11:30:00
212,02-10-16,11:35,11.06201,34.0,46.44,14.8,4.1,68,10,2,2016-02-10 11:35:00
213,02-10-16,11:40,16.60957,34.0,47.56,14.8,4.5,69,10,2,2016-02-10 11:40:00
214,02-10-16,11:45,18.30615,34.0,49.0,14.8,5.0,70,10,2,2016-02-10 11:45:00
215,02-10-16,11:50,18.22128,34.0,50.44,14.8,5.5,71,10,2,2016-02-10 11:50:00
216,02-10-16,11:55,13.41116,34.0,51.56,14.8,5.9,72,10,2,2016-02-10 11:55:00
217,02-10-16,12:00,23.68196,34.0,52.0,14.8,6.0,73,10,2,2016-02-10 12:00:00
218,02-10-16,12:05,26.42687,34.0,52.0,14.8,6.0,74,10,2,2016-02-10 12:05:00
219,02-10-16,12:10,18.78611,34.0,52.0,14.8,6.0,75,10,2,2016-02-10 12:10:00
220,02-10-16,12:15,20.5637,34.0,52.0,14.8,6.0,76,10,2,2016-02-10 12:15:00
221,02-10-16,12:20,17.2323,34.0,52.0,14.8,6.0,77,10,2,2016-02-10 12:20:00
222,02-10-16,12:25,22.343529999999998,34.0,52.0,14.8,6.0,78,10,2,2016-02-10 12:25:00
223,02-10-16,12:30,25.670289999999998,34.0,52.0,14.8,6.0,79,10,2,2016-02-10 12:30:00
224,02-10-16,12:35,22.53264,34.0,52.0,14.53,6.0,80,10,2,2016-02-10 12:35:00
225,02-10-16,12:40,23.74529,34.0,52.0,13.84,6.0,81,10,2,2016-02-10 12:40:00
226,02-10-16,12:45,25.3623,34.0,52.0,12.95,6.0,82,10,2,2016-02-10 12:45:00
227,02-10-16,12:50,24.95768,34.0,52.0,12.06,6.0,83,10,2,2016-02-10 12:50:00
228,02-10-16,12:55,24.17331,34.0,52.0,11.37,6.0,84,10,2,2016-02-10 12:55:00
229,02-10-16,13:00,23.34027,34.0,52.0,11.1,6.0,85,10,2,2016-02-10 13:00:00
230,02-10-16,13:05,15.36245,34.1,51.71,11.34,6.0,86,10,2,2016-02-10 13:05:00
231,02-10-16,13:10,10.42706,34.3,50.95,11.94,6.0,87,10,2,2016-02-10 13:10:00
232,02-10-16,13:15,25.28248,34.5,49.92,12.75,6.0,88,10,2,2016-02-10 13:15:00
233,02-10-16,13:20,25.06581,34.7,48.79,13.61,6.0,89,10,2,2016-02-10 13:20:00
234,02-10-16,13:25,22.57033,34.9,47.76,14.34,6.0,90,10,2,2016-02-10 13:25:00
235,02-10-16,13:30,18.437079999999998,35.0,47.0,14.8,6.0,91,10,2,2016-02-10 13:30:00
236,02-10-16,13:35,8.027999999999999,35.0,46.45,15.03,6.0,92,10,2,2016-02-10 13:35:00
237,02-10-16,13:40,14.83765,35.0,45.93,15.17,6.0,93,10,2,2016-02-10 13:40:00
238,02-10-16,13:45,4.16725,35.0,45.42,15.23,6.0,94,10,2,2016-02-10 13:45:00
239,02-10-16,13:50,5.30556,35.0,44.93,15.19,6.0,95,10,2,2016-02-10 13:50:00
240,02-10-16,13:55,10.529869999999999,35.0,44.45,15.05,6.0,96,10,2,2016-02-10 13:55:00
241,02-10-16,14:00,6.42326,35.0,44.0,14.8,6.0,97,10,2,2016-02-10 14:00:00
242,02-10-16,14:05,8.42421,35.0,43.53,14.18,5.9,98,10,2,2016-02-10 14:05:00
243,02-10-16,14:10,7.26203,35.0,43.04,13.1,5.5,99,10,2,2016-02-10 14:10:00
244,02-10-16,14:15,5.620340000000001,35.0,42.58,11.82,5.0,100,10,2,2016-02-10 14:15:00
245,02-10-16,14:20,11.49318,35.0,42.22,10.59,4.5,101,10,2,2016-02-10 14:20:00
246,02-10-16,14:25,22.43325,35.0,42.01,9.66,4.1,102,10,2,2016-02-10 14:25:00
247,02-10-16,14:30,18.2459,35.0,42.0,9.3,4.0,103,10,2,2016-02-10 14:30:00
248,02-10-16,14:35,14.41925,35.1,42.19,9.43,4.1,104,10,2,2016-02-10 14:35:00
249,02-10-16,14:40,9.90986,35.3,42.49,9.77,4.5,105,10,2,2016-02-10 14:40:00
250,02-10-16,14:45,8.17734,35.5,42.87,10.2,5.0,106,10,2,2016-02-10 14:45:00
251,02-10-16,14:50,14.992329999999999,35.7,43.28,10.63,5.5,107,10,2,2016-02-10 14:50:00
252,02-10-16,14:55,7.542889999999999,35.9,43.67,10.97,5.9,108,10,2,2016-02-10 14:55:00
253,02-10-16,15:00,7.6379,36.0,44.0,11.1,6.0,109,10,2,2016-02-10 15:00:00
254,02-10-16,15:05,10.74975,36.0,44.28,11.1,6.0,110,10,2,2016-02-10 15:05:00
255,02-10-16,15:10,6.30213,36.0,44.56,11.1,6.0,111,10,2,2016-02-10 15:10:00
256,02-10-16,15:15,8.40515,35.9,44.83,11.1,6.0,112,10,2,2016-02-10 15:15:00
257,02-10-16,15:20,16.21666,35.9,45.1,11.1,6.0,113,10,2,2016-02-10 15:20:00
258,02-10-16,15:25,16.0288,35.8,45.36,11.1,6.0,114,10,2,2016-02-10 15:25:00
259,02-10-16,15:30,16.28581,35.8,45.62,11.1,6.0,115,10,2,2016-02-10 15:30:00
260,02-10-16,15:35,15.552439999999999,35.7,45.87,11.1,6.0,116,10,2,2016-02-10 15:35:00
261,02-10-16,15:40,14.01862,35.6,46.11,11.1,6.0,117,10,2,2016-02-10 15:40:00
262,02-10-16,15:45,13.49257,35.4,46.35,11.1,6.0,118,10,2,2016-02-10 15:45:00
263,02-10-16,15:50,13.263829999999999,35.3,46.57,11.1,6.0,119,10,2,2016-02-10 15:50:00
